27	[4, 7, 4]	0.02594375331202358747617608969449065625667572021484375
31	[5, 5, 1]	0.0546853116797001437277003788040019571781158447265625
32	[8, 5, 2]	0.1069522608291693099857866400270722806453704833984375
26	[3, 9, 1]	0.1379199275787079681521163365687243640422821044921875
14	[8, 1, 4]	0.1537500809371998844454765276168473064899444580078125
19	[6, 10, 5]	0.16787445879594498077125308554968796670436859130859375
13	[9, 7, 8]	0.18440097516520681519835989092825911939144134521484375
10	[8, 2, 6]	0.2019161850545379000010370873496867716312408447265625
2	[0, 8, 1]	0.20699586355328325470992467671749182045459747314453125
5	[9, 5, 5]	0.374222516574419739043833033065311610698699951171875
11	[9, 7, 4]	0.4596521942141869043751967183197848498821258544921875
28	[4, 9, 8]	0.4730395484453762122711850679479539394378662109375
24	[0, 7, 7]	0.48031188227635379650592994948965497314929962158203125
3	[0, 9, 4]	0.498816437022809200385609074146486818790435791015625
17	[1, 4, 2]	0.52728911801465960795809451155946590006351470947265625
23	[10, 9, 2]	0.5464252047248898680464890276198275387287139892578125
7	[6, 1, 6]	0.55719510456495824346490053358138538897037506103515625
29	[10, 1, 4]	0.5930547378181696416277191019617021083831787109375
25	[8, 9, 0]	0.6666577763137382373059836027096025645732879638671875
36	[6, 4, 4]	0.6730588680156233127860332388081587851047515869140625
1	[1, 3, 2]	0.6765662825512759326329614850692451000213623046875
22	[4, 3, 1]	0.6811805562937933711253890578518621623516082763671875
12	[4, 9, 0]	0.68295779803218603642989137370022945106029510498046875
6	[8, 3, 4]	0.70025395311013183263781911591649986803531646728515625
38	[7, 5, 5]	0.71181501862658158596985913391108624637126922607421875
16	[4, 4, 10]	0.719293563504096677974075646488927304744720458984375
0	[5, 6, 3]	0.74449383329473961534716863752692006528377532958984375
9	[5, 5, 9]	0.7896522420949303455728340850328095257282257080078125
18	[9, 0, 4]	0.8082088615261271424827782539068721234798431396484375
20	[3, 1, 4]	0.81465554397608974657174485400901176035404205322265625
15	[9, 5, 3]	0.82229369422990672422457691936870105564594268798828125
35	[9, 7, 5]	0.82961929011583157578257896602735854685306549072265625
39	[8, 0, 3]	0.84502886384541076036924778236425481736660003662109375
37	[9, 10, 7]	0.8740016708206035378481146835838444530963897705078125
30	[4, 10, 7]	0.88265126751063671672881127960863523185253143310546875
21	[1, 2, 6]	0.88932992680057665335624506042222492396831512451171875
34	[3, 1, 4]	0.94480729233583027326659475875203497707843780517578125
8	[6, 4, 4]	0.95713287029266258532089750588056631386280059814453125
4	[0, 2, 4]	0.96519157022436463666537065364536829292774200439453125
33	[3, 6, 3]	0.99418105068055051543041145123424939811229705810546875
==
27	[4, 7, 4]	0.02594375331202358747617608969449065625667572021484375
32	[8, 5, 2]	0.1069522608291693099857866400270722806453704833984375
26	[3, 9, 1]	0.1379199275787079681521163365687243640422821044921875
